cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
REP.A028_PC3_24H:G12,REP.A028_PC3_24H:G12,PC3,BRD-A93964801,clinafloxacin,Anti-Infective Agents,2
REP.A028_PC3_24H:G14,REP.A028_PC3_24H:G14,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:G15,REP.A028_PC3_24H:G15,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:G16,REP.A028_PC3_24H:G16,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:G17,REP.A028_PC3_24H:G17,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:G18,REP.A028_PC3_24H:G18,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:G19,REP.A028_PC3_24H:G19,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:G20,REP.A028_PC3_24H:G20,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:G21,REP.A028_PC3_24H:G21,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:G22,REP.A028_PC3_24H:G22,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:G23,REP.A028_PC3_24H:G23,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:G24,REP.A028_PC3_24H:G24,PC3,BRD-K94397152,ribavirin,Anti-Infective Agents,2
REP.A028_PC3_24H:H07,REP.A028_PC3_24H:H07,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H08,REP.A028_PC3_24H:H08,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H09,REP.A028_PC3_24H:H09,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H10,REP.A028_PC3_24H:H10,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H11,REP.A028_PC3_24H:H11,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H12,REP.A028_PC3_24H:H12,PC3,BRD-A94276798,talinolol,Cardiovascular Agents,3
REP.A028_PC3_24H:H13,REP.A028_PC3_24H:H13,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:H14,REP.A028_PC3_24H:H14,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:H15,REP.A028_PC3_24H:H15,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:H16,REP.A028_PC3_24H:H16,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:H17,REP.A028_PC3_24H:H17,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:H18,REP.A028_PC3_24H:H18,PC3,BRD-K94293891,suvorexant,Central Nervous System Agents,4
REP.A028_PC3_24H:I08,REP.A028_PC3_24H:I08,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I09,REP.A028_PC3_24H:I09,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I10,REP.A028_PC3_24H:I10,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I11,REP.A028_PC3_24H:I11,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I12,REP.A028_PC3_24H:I12,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I13,REP.A028_PC3_24H:I13,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
REP.A028_PC3_24H:I14,REP.A028_PC3_24H:I14,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
REP.A028_PC3_24H:I16,REP.A028_PC3_24H:I16,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
REP.A028_PC3_24H:I17,REP.A028_PC3_24H:I17,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
REP.A028_PC3_24H:I18,REP.A028_PC3_24H:I18,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
REP.A028_PC3_24H:J01,REP.A028_PC3_24H:J01,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J02,REP.A028_PC3_24H:J02,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J03,REP.A028_PC3_24H:J03,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J04,REP.A028_PC3_24H:J04,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J05,REP.A028_PC3_24H:J05,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J06,REP.A028_PC3_24H:J06,PC3,BRD-A95032015,abacavir,Anti-Infective Agents,2
REP.A028_PC3_24H:J07,REP.A028_PC3_24H:J07,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J08,REP.A028_PC3_24H:J08,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J09,REP.A028_PC3_24H:J09,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J10,REP.A028_PC3_24H:J10,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J11,REP.A028_PC3_24H:J11,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J12,REP.A028_PC3_24H:J12,PC3,BRD-K95237249,probenecid,Anti-Infective Agents,2
REP.A028_PC3_24H:J13,REP.A028_PC3_24H:J13,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:J14,REP.A028_PC3_24H:J14,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:J15,REP.A028_PC3_24H:J15,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:J16,REP.A028_PC3_24H:J16,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:J17,REP.A028_PC3_24H:J17,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:J18,REP.A028_PC3_24H:J18,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:K13,REP.A028_PC3_24H:K13,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K14,REP.A028_PC3_24H:K14,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K15,REP.A028_PC3_24H:K15,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K16,REP.A028_PC3_24H:K16,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K17,REP.A028_PC3_24H:K17,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K18,REP.A028_PC3_24H:K18,PC3,BRD-K96042922,etanidazole,Antineoplastic Agents,1
REP.A028_PC3_24H:K19,REP.A028_PC3_24H:K19,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:K20,REP.A028_PC3_24H:K20,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:K21,REP.A028_PC3_24H:K21,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:K22,REP.A028_PC3_24H:K22,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:K23,REP.A028_PC3_24H:K23,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:K24,REP.A028_PC3_24H:K24,PC3,BRD-K96123349,brequinar,Antineoplastic Agents,1
REP.A028_PC3_24H:L01,REP.A028_PC3_24H:L01,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L02,REP.A028_PC3_24H:L02,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L03,REP.A028_PC3_24H:L03,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L04,REP.A028_PC3_24H:L04,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L05,REP.A028_PC3_24H:L05,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L06,REP.A028_PC3_24H:L06,PC3,BRD-K95921201,reserpine,Urological Agents,15
REP.A028_PC3_24H:L13,REP.A028_PC3_24H:L13,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L14,REP.A028_PC3_24H:L14,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L15,REP.A028_PC3_24H:L15,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L16,REP.A028_PC3_24H:L16,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L17,REP.A028_PC3_24H:L17,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L18,REP.A028_PC3_24H:L18,PC3,BRD-A96060515,ipratropium,Respiratory System Agents,11
REP.A028_PC3_24H:L19,REP.A028_PC3_24H:L19,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:L20,REP.A028_PC3_24H:L20,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:L21,REP.A028_PC3_24H:L21,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:L22,REP.A028_PC3_24H:L22,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:L23,REP.A028_PC3_24H:L23,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:L24,REP.A028_PC3_24H:L24,PC3,BRD-A96292436,eflornithine,Anti-Infective Agents,2
REP.A028_PC3_24H:M13,REP.A028_PC3_24H:M13,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:M14,REP.A028_PC3_24H:M14,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:M15,REP.A028_PC3_24H:M15,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:M16,REP.A028_PC3_24H:M16,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:M17,REP.A028_PC3_24H:M17,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:M18,REP.A028_PC3_24H:M18,PC3,BRD-K96862998,pirfenidone,Anti-Inflammatory Agents,0
REP.A028_PC3_24H:N01,REP.A028_PC3_24H:N01,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N02,REP.A028_PC3_24H:N02,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N03,REP.A028_PC3_24H:N03,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N04,REP.A028_PC3_24H:N04,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N05,REP.A028_PC3_24H:N05,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N06,REP.A028_PC3_24H:N06,PC3,BRD-K96720755,relcovaptan,Hematologic Agents,7
REP.A028_PC3_24H:N13,REP.A028_PC3_24H:N13,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N14,REP.A028_PC3_24H:N14,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N15,REP.A028_PC3_24H:N15,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N16,REP.A028_PC3_24H:N16,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N17,REP.A028_PC3_24H:N17,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N18,REP.A028_PC3_24H:N18,PC3,BRD-K96936751,bretazenil,Central Nervous System Agents,4
REP.A028_PC3_24H:N19,REP.A028_PC3_24H:N19,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:N20,REP.A028_PC3_24H:N20,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:N21,REP.A028_PC3_24H:N21,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:N22,REP.A028_PC3_24H:N22,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:N23,REP.A028_PC3_24H:N23,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:N24,REP.A028_PC3_24H:N24,PC3,BRD-K97045029,pranlukast,Respiratory System Agents,11
REP.A028_PC3_24H:O13,REP.A028_PC3_24H:O13,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:O14,REP.A028_PC3_24H:O14,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:O15,REP.A028_PC3_24H:O15,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:O16,REP.A028_PC3_24H:O16,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:O17,REP.A028_PC3_24H:O17,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:O18,REP.A028_PC3_24H:O18,PC3,BRD-K97440753,dihydroergocristine,Cardiovascular Agents,3
REP.A028_PC3_24H:P13,REP.A028_PC3_24H:P13,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P14,REP.A028_PC3_24H:P14,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P15,REP.A028_PC3_24H:P15,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P16,REP.A028_PC3_24H:P16,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P17,REP.A028_PC3_24H:P17,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P18,REP.A028_PC3_24H:P18,PC3,BRD-K97472745,gestrinone,Reproductive Control Agents,8
REP.A028_PC3_24H:P19,REP.A028_PC3_24H:P19,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:P20,REP.A028_PC3_24H:P20,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:P21,REP.A028_PC3_24H:P21,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:P22,REP.A028_PC3_24H:P22,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:P23,REP.A028_PC3_24H:P23,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:P24,REP.A028_PC3_24H:P24,PC3,BRD-A97502381,cyanocobalamin,Anti-Infective Agents,2
REP.A028_PC3_24H:D23,REP.A028_PC3_24H:D23,PC3,BRD-A93093700,temazepam,Central Nervous System Agents,4
REP.A028_PC3_24H:G13,REP.A028_PC3_24H:G13,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A028_PC3_24H:I07,REP.A028_PC3_24H:I07,PC3,BRD-K95142244,talazoparib,Antineoplastic Agents,1
REP.A028_PC3_24H:I15,REP.A028_PC3_24H:I15,PC3,BRD-K95260951,asenapine,Central Nervous System Agents,4
LPROT003_A375_6H:B04,LPROT003_A375_6H:B04,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LPROT003_A375_6H:B06,LPROT003_A375_6H:B06,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LPROT003_A375_6H:B08,LPROT003_A375_6H:B08,A375,BRD-K87909389,alvocidib,Antineoplastic Agents,1
LPROT003_A375_6H:B10,LPROT003_A375_6H:B10,A375,BRD-K87909389,alvocidib,Antineoplastic Agents,1
LPROT003_A375_6H:B12,LPROT003_A375_6H:B12,A375,BRD-K87909389,alvocidib,Antineoplastic Agents,1
LPROT003_A375_6H:D08,LPROT003_A375_6H:D08,A375,BRD-K51313569,palbociclib,Antineoplastic Agents,1
LPROT003_A375_6H:D10,LPROT003_A375_6H:D10,A375,BRD-K51313569,palbociclib,Antineoplastic Agents,1
LPROT003_A375_6H:D12,LPROT003_A375_6H:D12,A375,BRD-K51313569,palbociclib,Antineoplastic Agents,1
LPROT003_A375_6H:F20,LPROT003_A375_6H:F20,A375,BRD-A17883755,lenalidomide,Antineoplastic Agents,1
LPROT003_A375_6H:F22,LPROT003_A375_6H:F22,A375,BRD-A17883755,lenalidomide,Antineoplastic Agents,1
LPROT003_A375_6H:F24,LPROT003_A375_6H:F24,A375,BRD-A17883755,lenalidomide,Antineoplastic Agents,1
LPROT003_A375_6H:H02,LPROT003_A375_6H:H02,A375,BRD-K13514097,everolimus,Anti-Infective Agents,2
LPROT003_A375_6H:H04,LPROT003_A375_6H:H04,A375,BRD-K13514097,everolimus,Anti-Infective Agents,2
LPROT003_A375_6H:H06,LPROT003_A375_6H:H06,A375,BRD-K13514097,everolimus,Anti-Infective Agents,2
LPROT003_A375_6H:J02,LPROT003_A375_6H:J02,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LPROT003_A375_6H:J04,LPROT003_A375_6H:J04,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LPROT003_A375_6H:J06,LPROT003_A375_6H:J06,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LPROT003_A375_6H:P08,LPROT003_A375_6H:P08,A375,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LPROT003_A375_6H:P10,LPROT003_A375_6H:P10,A375,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LPROT003_A375_6H:P12,LPROT003_A375_6H:P12,A375,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LPROT003_PC3_6H:A03,LPROT003_PC3_6H:A03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LPROT003_PC3_6H:A05,LPROT003_PC3_6H:A05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LPROT003_PC3_6H:C01,LPROT003_PC3_6H:C01,PC3,BRD-K37798499,etoposide,Dermatologic Agents,5
LPROT003_PC3_6H:C03,LPROT003_PC3_6H:C03,PC3,BRD-K37798499,etoposide,Dermatologic Agents,5
LPROT003_PC3_6H:C05,LPROT003_PC3_6H:C05,PC3,BRD-K37798499,etoposide,Dermatologic Agents,5
LPROT003_PC3_6H:E19,LPROT003_PC3_6H:E19,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LPROT003_PC3_6H:E21,LPROT003_PC3_6H:E21,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LPROT003_PC3_6H:E23,LPROT003_PC3_6H:E23,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LPROT003_PC3_6H:G19,LPROT003_PC3_6H:G19,PC3,BRD-A34255068,rolipram,Central Nervous System Agents,4
LPROT003_PC3_6H:G21,LPROT003_PC3_6H:G21,PC3,BRD-A34255068,rolipram,Central Nervous System Agents,4
LPROT003_PC3_6H:G23,LPROT003_PC3_6H:G23,PC3,BRD-A34255068,rolipram,Central Nervous System Agents,4
LPROT003_PC3_6H:I07,LPROT003_PC3_6H:I07,PC3,BRD-K02113016,olaparib,Antineoplastic Agents,1
LPROT003_PC3_6H:I09,LPROT003_PC3_6H:I09,PC3,BRD-K02113016,olaparib,Antineoplastic Agents,1
LPROT003_PC3_6H:I11,LPROT003_PC3_6H:I11,PC3,BRD-K02113016,olaparib,Antineoplastic Agents,1
LPROT003_PC3_6H:K01,LPROT003_PC3_6H:K01,PC3,BRD-K35960502,niclosamide,Anti-Infective Agents,2
LPROT003_PC3_6H:K03,LPROT003_PC3_6H:K03,PC3,BRD-K35960502,niclosamide,Anti-Infective Agents,2
LPROT003_PC3_6H:K05,LPROT003_PC3_6H:K05,PC3,BRD-K35960502,niclosamide,Anti-Infective Agents,2
LPROT003_PC3_6H:O07,LPROT003_PC3_6H:O07,PC3,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LPROT003_PC3_6H:O09,LPROT003_PC3_6H:O09,PC3,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LPROT003_PC3_6H:O11,LPROT003_PC3_6H:O11,PC3,BRD-K81418486,vorinostat,Antineoplastic Agents,1
LJP005_A375_24H:A03,LJP005_A375_24H:A03,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:A04,LJP005_A375_24H:A04,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:A05,LJP005_A375_24H:A05,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:A06,LJP005_A375_24H:A06,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:A19,LJP005_A375_24H:A19,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_A375_24H:A20,LJP005_A375_24H:A20,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_A375_24H:A21,LJP005_A375_24H:A21,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_A375_24H:A22,LJP005_A375_24H:A22,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_A375_24H:A23,LJP005_A375_24H:A23,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_A375_24H:B03,LJP005_A375_24H:B03,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:B04,LJP005_A375_24H:B04,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:B05,LJP005_A375_24H:B05,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:B06,LJP005_A375_24H:B06,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:C13,LJP005_A375_24H:C13,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C14,LJP005_A375_24H:C14,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C15,LJP005_A375_24H:C15,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C16,LJP005_A375_24H:C16,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C17,LJP005_A375_24H:C17,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C18,LJP005_A375_24H:C18,A375,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_A375_24H:C19,LJP005_A375_24H:C19,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:C20,LJP005_A375_24H:C20,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:C21,LJP005_A375_24H:C21,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:C22,LJP005_A375_24H:C22,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:C23,LJP005_A375_24H:C23,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:C24,LJP005_A375_24H:C24,A375,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_A375_24H:D01,LJP005_A375_24H:D01,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:D02,LJP005_A375_24H:D02,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:D03,LJP005_A375_24H:D03,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:D04,LJP005_A375_24H:D04,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:D05,LJP005_A375_24H:D05,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:D06,LJP005_A375_24H:D06,A375,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_A375_24H:F07,LJP005_A375_24H:F07,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:F08,LJP005_A375_24H:F08,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:F09,LJP005_A375_24H:F09,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:F10,LJP005_A375_24H:F10,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:F11,LJP005_A375_24H:F11,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:F12,LJP005_A375_24H:F12,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J01,LJP005_A375_24H:J01,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J02,LJP005_A375_24H:J02,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J03,LJP005_A375_24H:J03,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J04,LJP005_A375_24H:J04,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J05,LJP005_A375_24H:J05,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J06,LJP005_A375_24H:J06,A375,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_A375_24H:J13,LJP005_A375_24H:J13,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J14,LJP005_A375_24H:J14,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J15,LJP005_A375_24H:J15,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J16,LJP005_A375_24H:J16,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J17,LJP005_A375_24H:J17,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:J18,LJP005_A375_24H:J18,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:M19,LJP005_A375_24H:M19,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:M20,LJP005_A375_24H:M20,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:M21,LJP005_A375_24H:M21,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:M22,LJP005_A375_24H:M22,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:M23,LJP005_A375_24H:M23,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:M24,LJP005_A375_24H:M24,A375,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_A375_24H:N19,LJP005_A375_24H:N19,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
